Batch,CourseTitle,SeatRollNo,Credit Hours,Total Marks,Delivery Format,TotalMarks
18TL,Queuing Theory,18TL55,1,50,Practical,42
18TL,Queuing Theory,18TL57,1,50,Practical,35
18TL,Queuing Theory,18TL58,1,50,Practical,31
18TL,Queuing Theory,18TL61,1,50,Practical,37
18TL,Queuing Theory,18TL62,1,50,Practical,31
18TL,Queuing Theory,18TL63,1,50,Practical,38
18TL,Queuing Theory,18TL71,1,50,Practical,39
18TL,Queuing Theory,18TL73,1,50,Practical,35
18TL,Queuing Theory,18TL74,1,50,Practical,34
18TL,Queuing Theory,18TL75,1,50,Practical,33
18TL,Queuing Theory,18TL76,1,50,Practical,25
18TL,Queuing Theory,18TL77,1,50,Practical,35
18TL,Queuing Theory,18TL80,1,50,Practical,43
18TL,Queuing Theory,18TL81,1,50,Practical,37
18TL,Queuing Theory,18TL82,1,50,Practical,36
18TL,Queuing Theory,18TL84,1,50,Practical,35
18TL,Queuing Theory,18TL86,1,50,Practical,32
18TL,Queuing Theory,18TL87,1,50,Practical,30
18TL,Queuing Theory,18TL88,1,50,Practical,34
18TL,Queuing Theory,18TL89,1,50,Practical,33
18TL,Queuing Theory,18TL90,1,50,Practical,34
18TL,Wireless Communications,18-17TL79,1,50,Practical,31
18TL,Wireless Communications,18TL02,1,50,Practical,46
18TL,Wireless Communications,18TL03,1,50,Practical,41
18TL,Wireless Communications,18TL04,1,50,Practical,42
18TL,Wireless Communications,18TL05,1,50,Practical,37
18TL,Wireless Communications,18TL06,1,50,Practical,44
18TL,Wireless Communications,18TL07,1,50,Practical,43
18TL,Wireless Communications,18TL08,1,50,Practical,38
18TL,Wireless Communications,18TL09,1,50,Practical,42
18TL,Wireless Communications,18TL10,1,50,Practical,43
18TL,Wireless Communications,18TL101,1,50,Practical,47
18TL,Wireless Communications,18TL102,1,50,Practical,47
18TL,Wireless Communications,18TL103,1,50,Practical,38
18TL,Wireless Communications,18TL106,1,50,Practical,38
18TL,Wireless Communications,18TL108,1,50,Practical,32
18TL,Wireless Communications,18TL110,1,50,Practical,41
18TL,Wireless Communications,18TL111,1,50,Practical,39
18TL,Wireless Communications,18TL116,1,50,Practical,38
18TL,Wireless Communications,18TL117,1,50,Practical,37
18TL,Wireless Communications,18TL118,1,50,Practical,41
18TL,Wireless Communications,18TL120,1,50,Practical,38
18TL,Wireless Communications,18TL121,1,50,Practical,43
18TL,Wireless Communications,18TL122,1,50,Practical,39
18TL,Wireless Communications,18TL123,1,50,Practical,41
18TL,Wireless Communications,18TL125,1,50,Practical,39
18TL,Wireless Communications,18TL13,1,50,Practical,41
18TL,Wireless Communications,18TL15,1,50,Practical,36
18TL,Wireless Communications,18TL16,1,50,Practical,35
18TL,Wireless Communications,18TL18,1,50,Practical,36
18TL,Wireless Communications,18TL19,1,50,Practical,42
18TL,Wireless Communications,18TL22,1,50,Practical,41
18TL,Wireless Communications,18TL23,1,50,Practical,41
18TL,Wireless Communications,18TL24,1,50,Practical,38
18TL,Wireless Communications,18TL25,1,50,Practical,36
18TL,Wireless Communications,18TL26,1,50,Practical,40
18TL,Wireless Communications,18TL28,1,50,Practical,41
18TL,Wireless Communications,18TL30,1,50,Practical,42
18TL,Wireless Communications,18TL31,1,50,Practical,39
18TL,Wireless Communications,18TL33,1,50,Practical,41
18TL,Wireless Communications,18TL34,1,50,Practical,36
18TL,Wireless Communications,18TL35,1,50,Practical,40
18TL,Wireless Communications,18TL36,1,50,Practical,40
18TL,Wireless Communications,18TL37,1,50,Practical,39
18TL,Wireless Communications,18TL39,1,50,Practical,38
18TL,Wireless Communications,18TL40,1,50,Practical,39
18TL,Wireless Communications,18TL42,1,50,Practical,36
18TL,Wireless Communications,18TL43,1,50,Practical,39
18TL,Wireless Communications,18TL44,1,50,Practical,37
18TL,Wireless Communications,18TL45,1,50,Practical,40
18TL,Wireless Communications,18TL47,1,50,Practical,39
18TL,Wireless Communications,18TL49,1,50,Practical,39
18TL,Wireless Communications,18TL50,1,50,Practical,40
18TL,Wireless Communications,18TL51,1,50,Practical,37
18TL,Wireless Communications,18TL55,1,50,Practical,41
18TL,Wireless Communications,18TL57,1,50,Practical,39
18TL,Wireless Communications,18TL58,1,50,Practical,38
18TL,Wireless Communications,18TL61,1,50,Practical,38
18TL,Wireless Communications,18TL62,1,50,Practical,42
18TL,Wireless Communications,18TL63,1,50,Practical,40
18TL,Wireless Communications,18TL71,1,50,Practical,42
18TL,Wireless Communications,18TL73,1,50,Practical,37
18TL,Wireless Communications,18TL74,1,50,Practical,41
18TL,Wireless Communications,18TL75,1,50,Practical,39
18TL,Wireless Communications,18TL76,1,50,Practical,40
18TL,Wireless Communications,18TL77,1,50,Practical,38
18TL,Wireless Communications,18TL80,1,50,Practical,42
18TL,Wireless Communications,18TL81,1,50,Practical,41
18TL,Wireless Communications,18TL82,1,50,Practical,40
18TL,Wireless Communications,18TL84,1,50,Practical,39
18TL,Wireless Communications,18TL86,1,50,Practical,38
18TL,Wireless Communications,18TL87,1,50,Practical,37
18TL,Wireless Communications,18TL88,1,50,Practical,37
18TL,Wireless Communications,18TL89,1,50,Practical,40
18TL,Wireless Communications,18TL90,1,50,Practical,39
18TL,Wireless Communications,18-17TL105,3,100,Theory,28
18TL,Wireless Communications,18-17TL119,3,100,Theory,33
18TL,Wireless Communications,18-F16TL02,3,100,Theory,50
18TL,Wireless Communications,18-F16TL40,3,100,Theory,55
18TL,Wireless Communications,18-F16TL51,3,100,Theory,28
18TL,Wireless Communications,18-F16TL85,3,100,Theory,31
18TL,Wireless Communications,18-17TL105,1,50,Practical,33
18TL,Wireless Communications,18-17TL119,1,50,Practical,35
18TL,Wireless Communications,18-F16TL02,1,50,Practical,37
18TL,Wireless Communications,18-F16TL40,1,50,Practical,37
18TL,Wireless Communications,18-F16TL51,1,50,Practical,36
18TL,Wireless Communications,18-F16TL85,1,50,Practical,32
18TL,Wireless Communications,18-17TL79,3,100,Theory,23
18TL,Wireless Communications,18TL02,3,100,Theory,69
18TL,Wireless Communications,18TL03,3,100,Theory,68
18TL,Wireless Communications,18TL04,3,100,Theory,86
18TL,Wireless Communications,18TL05,3,100,Theory,75
18TL,Wireless Communications,18TL06,3,100,Theory,61
18TL,Wireless Communications,18TL07,3,100,Theory,85
18TL,Wireless Communications,18TL08,3,100,Theory,50
18TL,Wireless Communications,18TL09,3,100,Theory,67
18TL,Wireless Communications,18TL10,3,100,Theory,67
18TL,Wireless Communications,18TL101,3,100,Theory,69
18TL,Wireless Communications,18TL102,3,100,Theory,89
18TL,Wireless Communications,18TL103,3,100,Theory,29
18TL,Wireless Communications,18TL106,3,100,Theory,41
18TL,Wireless Communications,18TL108,3,100,Theory,10
18TL,Wireless Communications,18TL110,3,100,Theory,50
18TL,Wireless Communications,18TL111,3,100,Theory,55
18TL,Wireless Communications,18TL116,3,100,Theory,36
18TL,Wireless Communications,18TL117,3,100,Theory,45
18TL,Wireless Communications,18TL118,3,100,Theory,61
18TL,Wireless Communications,18TL120,3,100,Theory,52
18TL,Wireless Communications,18TL121,3,100,Theory,75
18TL,Wireless Communications,18TL122,3,100,Theory,35
18TL,Wireless Communications,18TL123,3,100,Theory,61
18TL,Wireless Communications,18TL125,3,100,Theory,55
18TL,Wireless Communications,18TL13,3,100,Theory,45
18TL,Wireless Communications,18TL15,3,100,Theory,36
18TL,Wireless Communications,18TL16,3,100,Theory,29
18TL,Wireless Communications,18TL18,3,100,Theory,27
18TL,Wireless Communications,18TL19,3,100,Theory,66
18TL,Wireless Communications,18TL22,3,100,Theory,70
18TL,Wireless Communications,18TL23,3,100,Theory,52
18TL,Wireless Communications,18TL24,3,100,Theory,55
18TL,Wireless Communications,18TL25,3,100,Theory,50
18TL,Wireless Communications,18TL26,3,100,Theory,42
18TL,Wireless Communications,18TL28,3,100,Theory,63
18TL,Wireless Communications,18TL30,3,100,Theory,66
18TL,Wireless Communications,18TL31,3,100,Theory,55
18TL,Wireless Communications,18TL33,3,100,Theory,56
18TL,Wireless Communications,18TL34,3,100,Theory,38
18TL,Wireless Communications,18TL35,3,100,Theory,70
18TL,Wireless Communications,18TL36,3,100,Theory,50
18TL,Wireless Communications,18TL37,3,100,Theory,42
18TL,Wireless Communications,18TL39,3,100,Theory,68
18TL,Wireless Communications,18TL40,3,100,Theory,56
18TL,Wireless Communications,18TL42,3,100,Theory,50
18TL,Wireless Communications,18TL43,3,100,Theory,55
18TL,Wireless Communications,18TL44,3,100,Theory,50
18TL,Wireless Communications,18TL45,3,100,Theory,50
18TL,Wireless Communications,18TL47,3,100,Theory,50
18TL,Wireless Communications,18TL49,3,100,Theory,50
18TL,Wireless Communications,18TL50,3,100,Theory,67
18TL,Wireless Communications,18TL51,3,100,Theory,50
18TL,Wireless Communications,18TL55,3,100,Theory,78
18TL,Wireless Communications,18TL57,3,100,Theory,39
18TL,Wireless Communications,18TL58,3,100,Theory,41
18TL,Wireless Communications,18TL61,3,100,Theory,50
18TL,Wireless Communications,18TL62,3,100,Theory,60
18TL,Wireless Communications,18TL63,3,100,Theory,57
18TL,Wireless Communications,18TL71,3,100,Theory,72
18TL,Wireless Communications,18TL73,3,100,Theory,31
18TL,Wireless Communications,18TL74,3,100,Theory,61
18TL,Wireless Communications,18TL75,3,100,Theory,43
18TL,Wireless Communications,18TL76,3,100,Theory,45
18TL,Wireless Communications,18TL77,3,100,Theory,37
18TL,Wireless Communications,18TL80,3,100,Theory,85
18TL,Wireless Communications,18TL81,3,100,Theory,80
18TL,Wireless Communications,18TL82,3,100,Theory,55
18TL,Wireless Communications,18TL84,3,100,Theory,50
18TL,Wireless Communications,18TL86,3,100,Theory,50
18TL,Wireless Communications,18TL87,3,100,Theory,38
18TL,Wireless Communications,18TL88,3,100,Theory,50
18TL,Wireless Communications,18TL89,3,100,Theory,32
18TL,Wireless Communications,18TL90,3,100,Theory,50
18TL,Thesis/Project-I,18TL45,3,100,Practical,100
18TL,Thesis/Project-I,18TL49,3,100,Practical,93
18TL,Thesis/Project-I,18TL23,3,100,Practical,94
18TL,Thesis/Project-I,18TL81,3,100,Practical,98
18TL,Thesis/Project-I,18TL09,3,100,Practical,93
18TL,Thesis/Project-I,18TL89,3,100,Practical,93
18TL,Thesis/Project-I,18TL35,3,100,Practical,100
18TL,Thesis/Project-I,18TL03,3,100,Practical,96
18TL,Thesis/Project-I,18TL103,3,100,Practical,92
18TL,Thesis/Project-I,18TL101,3,100,Practical,94
18TL,Thesis/Project-I,18TL05,3,100,Practical,92
18TL,Thesis/Project-I,18TL25,3,100,Practical,89
18TL,Thesis/Project-I,18TL71,3,100,Practical,91
18TL,Thesis/Project-I,18TL37,3,100,Practical,80
18TL,Thesis/Project-I,18TL75,3,100,Practical,74
18TL,Thesis/Project-I,18TL121,3,100,Practical,94
18TL,Thesis/Project-I,18TL123,3,100,Practical,91
18TL,Thesis/Project-I,18TL47,3,100,Practical,91
18TL,Thesis/Project-I,18TL07,3,100,Practical,93
18TL,Thesis/Project-I,18TL63,3,100,Practical,93
18TL,Thesis/Project-I,18TL117,3,100,Practical,89
18TL,Thesis/Project-I,18TL57,3,100,Practical,84
18TL,Thesis/Project-I,18TL51,3,100,Practical,77
18TL,Thesis/Project-I,18TL31,3,100,Practical,74
18TL,Thesis/Project-I,18TL87,3,100,Practical,86
18TL,Thesis/Project-I,18TL19,3,100,Practical,78
18TL,Thesis/Project-I,18TL111,3,100,Practical,77
18TL,Thesis/Project-I,18TL10,3,100,Practical,100
18TL,Thesis/Project-I,18TL50,3,100,Practical,98
18TL,Thesis/Project-I,18TL18,3,100,Practical,98
18TL,Thesis/Project-I,18TL74,3,100,Practical,100
18TL,Thesis/Project-I,18TL08,3,100,Practical,100
18TL,Thesis/Project-I,18TL90,3,100,Practical,97
18TL,Thesis/Project-I,18TL118,3,100,Practical,98
18TL,Thesis/Project-I,18TL62,3,100,Practical,96
18TL,Thesis/Project-I,18TL88,3,100,Practical,85
18TL,Thesis/Project-I,18TL58,3,100,Practical,82
18TL,Thesis/Project-I,18TL22,3,100,Practical,98
18TL,Thesis/Project-I,18TL26,3,100,Practical,94
18TL,Thesis/Project-I,18TL110,3,100,Practical,88
18TL,Thesis/Project-I,18TL02,3,100,Practical,97
18TL,Thesis/Project-I,18TL06,3,100,Practical,93
18TL,Thesis/Project-I,18TL120,3,100,Practical,86
18TL,Thesis/Project-I,18TL80,3,100,Practical,98
18TL,Thesis/Project-I,18TL86,3,100,Practical,94
18TL,Thesis/Project-I,18TL106,3,100,Practical,88
18TL,Thesis/Project-I,18TL04,3,100,Practical,100
18TL,Thesis/Project-I,18TL76,3,100,Practical,95
18TL,Thesis/Project-I,18TL116,3,100,Practical,93
18TL,Thesis/Project-I,18TL30,3,100,Practical,86
18TL,Thesis/Project-I,18TL44,3,100,Practical,80
18TL,Thesis/Project-I,18TL42,3,100,Practical,79
18TL,Thesis/Project-I,18TL84,3,100,Practical,77
18TL,Thesis/Project-I,18TL122,3,100,Practical,71
18TL,Thesis/Project-I,18TL36,3,100,Practical,71
18TL,Thesis/Project-I,18TL102,3,100,Practical,100
18TL,Thesis/Project-I,18TL40,3,100,Practical,96
18TL,Thesis/Project-I,18TL34,3,100,Practical,93
18TL,Thesis/Project-I,18TL28,3,100,Practical,90
18TL,Thesis/Project-I,18TL82,3,100,Practical,85
18TL,Thesis/Project-I,18TL24,3,100,Practical,79
18TL,Thesis/Project-I,18TL55,3,100,Practical,88
18TL,Thesis/Project-I,18TL43,3,100,Practical,86
18TL,Thesis/Project-I,18TL125,3,100,Practical,80
18TL,Thesis/Project-I,18TL77,3,100,Practical,87
18TL,Thesis/Project-I,18TL33,3,100,Practical,87
18TL,Thesis/Project-I,18TL15,3,100,Practical,87
18TL,Thesis/Project-I,18TL39,3,100,Practical,79
18TL,Thesis/Project-I,18TL61,3,100,Practical,77
18TL,Thesis/Project-I,18TL73,3,100,Practical,68
18TL,Thesis/Project-I,18TL13,3,100,Practical,95
18TL,Thesis/Project-I,18-17TL79,3,100,Practical,70
18TL,Thesis/Project-I,18TL16,3,100,Practical,64
18TL,Thesis/Project-I,18TL108,3,100,Practical,64
18TL,Thesis/Project-I,18-F16TL40,3,100,Practical,80
18TL,Thesis/Project-I,18-F16TL85,3,100,Practical,68
18TL,Thesis/Project-I,18-F16TL51,3,100,Practical,68
18TL,Thesis/Project-I,18-17TL119,3,100,Practical,68
18TL,Thesis/Project-I,18-17TL105,3,100,Practical,77
18TL,Thesis/Project-I,18-F16TL02,3,100,Practical,78
18TL,Fiber Optics Communication Systems,18-17TL79,3,100,Theory,17
18TL,Fiber Optics Communication Systems,18TL03,3,100,Theory,81
18TL,Fiber Optics Communication Systems,18TL05,3,100,Theory,87
18TL,Fiber Optics Communication Systems,18TL07,3,100,Theory,95
18TL,Fiber Optics Communication Systems,18TL09,3,100,Theory,75
18TL,Fiber Optics Communication Systems,18TL101,3,100,Theory,86
18TL,Fiber Optics Communication Systems,18TL103,3,100,Theory,28
18TL,Fiber Optics Communication Systems,18TL111,3,100,Theory,66
18TL,Fiber Optics Communication Systems,18TL117,3,100,Theory,59
18TL,Fiber Optics Communication Systems,18TL121,3,100,Theory,94
18TL,Fiber Optics Communication Systems,18TL123,3,100,Theory,79
18TL,Fiber Optics Communication Systems,18TL125,3,100,Theory,53
18TL,Fiber Optics Communication Systems,18TL13,3,100,Theory,55
18TL,Fiber Optics Communication Systems,18TL15,3,100,Theory,56
18TL,Fiber Optics Communication Systems,18TL19,3,100,Theory,67
18TL,Fiber Optics Communication Systems,18TL23,3,100,Theory,58
18TL,Fiber Optics Communication Systems,18TL25,3,100,Theory,55
18TL,Fiber Optics Communication Systems,18TL31,3,100,Theory,65
18TL,Fiber Optics Communication Systems,18TL33,3,100,Theory,75
18TL,Fiber Optics Communication Systems,18TL35,3,100,Theory,77
18TL,Fiber Optics Communication Systems,18TL37,3,100,Theory,82
18TL,Fiber Optics Communication Systems,18TL39,3,100,Theory,74
18TL,Fiber Optics Communication Systems,18TL43,3,100,Theory,70
18TL,Fiber Optics Communication Systems,18TL45,3,100,Theory,73
18TL,Fiber Optics Communication Systems,18TL47,3,100,Theory,65
18TL,Fiber Optics Communication Systems,18TL49,3,100,Theory,61
18TL,Fiber Optics Communication Systems,18TL51,3,100,Theory,60
18TL,Fiber Optics Communication Systems,18TL55,3,100,Theory,88
18TL,Fiber Optics Communication Systems,18TL57,3,100,Theory,67
18TL,Fiber Optics Communication Systems,18TL61,3,100,Theory,69
18TL,Fiber Optics Communication Systems,18TL63,3,100,Theory,70
18TL,Fiber Optics Communication Systems,18TL71,3,100,Theory,94
18TL,Fiber Optics Communication Systems,18TL73,3,100,Theory,32
18TL,Fiber Optics Communication Systems,18TL75,3,100,Theory,56
18TL,Fiber Optics Communication Systems,18TL77,3,100,Theory,50
18TL,Fiber Optics Communication Systems,18TL81,3,100,Theory,78
18TL,Fiber Optics Communication Systems,18TL87,3,100,Theory,60
18TL,Fiber Optics Communication Systems,18TL89,3,100,Theory,61
18TL,Fiber Optics Communication Systems,18TL02,1,50,Practical,43
18TL,Fiber Optics Communication Systems,18TL04,1,50,Practical,43
18TL,Fiber Optics Communication Systems,18TL06,1,50,Practical,38
18TL,Fiber Optics Communication Systems,18TL08,1,50,Practical,31
18TL,Fiber Optics Communication Systems,18TL10,1,50,Practical,39
18TL,Fiber Optics Communication Systems,18TL102,1,50,Practical,40
18TL,Fiber Optics Communication Systems,18TL106,1,50,Practical,30
18TL,Fiber Optics Communication Systems,18TL108,1,50,Practical,19
18TL,Fiber Optics Communication Systems,18TL110,1,50,Practical,30
18TL,Fiber Optics Communication Systems,18TL116,1,50,Practical,28
18TL,Fiber Optics Communication Systems,18TL118,1,50,Practical,38
18TL,Fiber Optics Communication Systems,18TL120,1,50,Practical,29
18TL,Fiber Optics Communication Systems,18TL122,1,50,Practical,29
18TL,Fiber Optics Communication Systems,18TL16,1,50,Practical,25
18TL,Fiber Optics Communication Systems,18TL18,1,50,Practical,29
18TL,Fiber Optics Communication Systems,18TL22,1,50,Practical,38
18TL,Fiber Optics Communication Systems,18TL24,1,50,Practical,36
18TL,Fiber Optics Communication Systems,18TL26,1,50,Practical,35
18TL,Fiber Optics Communication Systems,18TL28,1,50,Practical,38
18TL,Fiber Optics Communication Systems,18TL30,1,50,Practical,30
18TL,Fiber Optics Communication Systems,18TL34,1,50,Practical,25
18TL,Fiber Optics Communication Systems,18TL36,1,50,Practical,33
18TL,Fiber Optics Communication Systems,18TL40,1,50,Practical,34
18TL,Fiber Optics Communication Systems,18TL42,1,50,Practical,30
18TL,Fiber Optics Communication Systems,18TL44,1,50,Practical,30
18TL,Fiber Optics Communication Systems,18TL50,1,50,Practical,33
18TL,Fiber Optics Communication Systems,18TL58,1,50,Practical,30
18TL,Fiber Optics Communication Systems,18TL62,1,50,Practical,33
18TL,Fiber Optics Communication Systems,18TL74,1,50,Practical,33
18TL,Fiber Optics Communication Systems,18TL76,1,50,Practical,31
18TL,Fiber Optics Communication Systems,18TL80,1,50,Practical,40
18TL,Fiber Optics Communication Systems,18TL82,1,50,Practical,33
18TL,Fiber Optics Communication Systems,18TL84,1,50,Practical,33
18TL,Fiber Optics Communication Systems,18TL86,1,50,Practical,30
18TL,Fiber Optics Communication Systems,18TL88,1,50,Practical,28
18TL,Fiber Optics Communication Systems,18TL90,1,50,Practical,34
18TL,Fiber Optics Communication Systems,18-17TL79,1,50,Practical,18
18TL,Fiber Optics Communication Systems,18TL03,1,50,Practical,36
18TL,Fiber Optics Communication Systems,18TL05,1,50,Practical,46
18TL,Fiber Optics Communication Systems,18TL07,1,50,Practical,42
18TL,Fiber Optics Communication Systems,18TL09,1,50,Practical,48
18TL,Fiber Optics Communication Systems,18TL101,1,50,Practical,39
18TL,Fiber Optics Communication Systems,18TL103,1,50,Practical,29
18TL,Fiber Optics Communication Systems,18TL111,1,50,Practical,31
18TL,Fiber Optics Communication Systems,18TL117,1,50,Practical,34
18TL,Fiber Optics Communication Systems,18TL121,1,50,Practical,43
18TL,Fiber Optics Communication Systems,18TL123,1,50,Practical,34
18TL,Fiber Optics Communication Systems,18TL125,1,50,Practical,41
18TL,Fiber Optics Communication Systems,18TL13,1,50,Practical,45
18TL,Fiber Optics Communication Systems,18TL15,1,50,Practical,32
18TL,Fiber Optics Communication Systems,18TL19,1,50,Practical,36
18TL,Fiber Optics Communication Systems,18TL23,1,50,Practical,34
18TL,Fiber Optics Communication Systems,18TL25,1,50,Practical,42
18TL,Fiber Optics Communication Systems,18TL31,1,50,Practical,37
18TL,Fiber Optics Communication Systems,18TL33,1,50,Practical,42
18TL,Fiber Optics Communication Systems,18TL35,1,50,Practical,43
18TL,Fiber Optics Communication Systems,18TL37,1,50,Practical,39
18TL,Fiber Optics Communication Systems,18TL39,1,50,Practical,35
18TL,Fiber Optics Communication Systems,18TL43,1,50,Practical,35
18TL,Fiber Optics Communication Systems,18TL45,1,50,Practical,44
18TL,Fiber Optics Communication Systems,18TL47,1,50,Practical,40
18TL,Fiber Optics Communication Systems,18TL49,1,50,Practical,33
18TL,Fiber Optics Communication Systems,18TL51,1,50,Practical,44
18TL,Fiber Optics Communication Systems,18TL55,1,50,Practical,44
18TL,Fiber Optics Communication Systems,18TL57,1,50,Practical,38
18TL,Fiber Optics Communication Systems,18TL61,1,50,Practical,39
18TL,Fiber Optics Communication Systems,18TL63,1,50,Practical,44
18TL,Fiber Optics Communication Systems,18TL71,1,50,Practical,46
18TL,Fiber Optics Communication Systems,18TL73,1,50,Practical,28
18TL,Fiber Optics Communication Systems,18TL75,1,50,Practical,34
18TL,Fiber Optics Communication Systems,18TL77,1,50,Practical,32
18TL,Fiber Optics Communication Systems,18TL81,1,50,Practical,42
18TL,Fiber Optics Communication Systems,18TL87,1,50,Practical,37
18TL,Fiber Optics Communication Systems,18TL89,1,50,Practical,37
18TL,Fiber Optics Communication Systems,18TL02,3,100,Theory,88
18TL,Fiber Optics Communication Systems,18TL04,3,100,Theory,86
18TL,Fiber Optics Communication Systems,18TL06,3,100,Theory,81
18TL,Fiber Optics Communication Systems,18TL08,3,100,Theory,66
18TL,Fiber Optics Communication Systems,18TL10,3,100,Theory,80
18TL,Fiber Optics Communication Systems,18TL102,3,100,Theory,85
18TL,Fiber Optics Communication Systems,18TL106,3,100,Theory,50
18TL,Fiber Optics Communication Systems,18TL108,3,100,Theory,12
18TL,Fiber Optics Communication Systems,18TL110,3,100,Theory,65
18TL,Fiber Optics Communication Systems,18TL116,3,100,Theory,50
18TL,Fiber Optics Communication Systems,18TL118,3,100,Theory,81
18TL,Fiber Optics Communication Systems,18TL120,3,100,Theory,55
18TL,Fiber Optics Communication Systems,18TL122,3,100,Theory,60
18TL,Fiber Optics Communication Systems,18TL16,3,100,Theory,50
18TL,Fiber Optics Communication Systems,18TL18,3,100,Theory,52
18TL,Fiber Optics Communication Systems,18TL22,3,100,Theory,77
18TL,Fiber Optics Communication Systems,18TL24,3,100,Theory,70
18TL,Fiber Optics Communication Systems,18TL26,3,100,Theory,60
18TL,Fiber Optics Communication Systems,18TL28,3,100,Theory,80
18TL,Fiber Optics Communication Systems,18TL30,3,100,Theory,60
18TL,Fiber Optics Communication Systems,18TL34,3,100,Theory,50
18TL,Fiber Optics Communication Systems,18TL36,3,100,Theory,62
18TL,Fiber Optics Communication Systems,18TL40,3,100,Theory,76
18TL,Fiber Optics Communication Systems,18TL42,3,100,Theory,60
18TL,Fiber Optics Communication Systems,18TL44,3,100,Theory,68
18TL,Fiber Optics Communication Systems,18TL50,3,100,Theory,71
18TL,Fiber Optics Communication Systems,18TL58,3,100,Theory,39
18TL,Fiber Optics Communication Systems,18TL62,3,100,Theory,65
18TL,Fiber Optics Communication Systems,18TL74,3,100,Theory,79
18TL,Fiber Optics Communication Systems,18TL76,3,100,Theory,52
18TL,Fiber Optics Communication Systems,18TL80,3,100,Theory,85
18TL,Fiber Optics Communication Systems,18TL82,3,100,Theory,61
18TL,Fiber Optics Communication Systems,18TL84,3,100,Theory,57
18TL,Fiber Optics Communication Systems,18TL86,3,100,Theory,52
18TL,Fiber Optics Communication Systems,18TL88,3,100,Theory,57
18TL,Fiber Optics Communication Systems,18TL90,3,100,Theory,72
18TL,Fiber Optics Communication Systems,18-F16TL02,1,50,Practical,30
18TL,Fiber Optics Communication Systems,18-F16TL40,1,50,Practical,30
18TL,Fiber Optics Communication Systems,18-17TL105,1,50,Practical,31
18TL,Fiber Optics Communication Systems,18-17TL119,1,50,Practical,28
18TL,Fiber Optics Communication Systems,18-F16TL51,1,50,Practical,28
18TL,Fiber Optics Communication Systems,18-F16TL85,1,50,Practical,35
18TL,Fiber Optics Communication Systems,18-F16TL02,3,100,Theory,52
18TL,Fiber Optics Communication Systems,18-F16TL40,3,100,Theory,50
18TL,Fiber Optics Communication Systems,18-17TL105,3,100,Theory,38
18TL,Fiber Optics Communication Systems,18-17TL119,3,100,Theory,21
18TL,Fiber Optics Communication Systems,18-F16TL51,3,100,Theory,22
18TL,Fiber Optics Communication Systems,18-F16TL85,3,100,Theory,27
18TL,Network Protocols & Architecture,18TL18,2,50,Theory,14
18TL,Network Protocols & Architecture,18TL18,1,50,Practical,5
18TL,Network Protocols & Architecture,18-17TL105,1,50,Practical,32
18TL,Network Protocols & Architecture,18-17TL119,1,50,Practical,15
18TL,Network Protocols & Architecture,18-17TL79,1,50,Practical,30
18TL,Network Protocols & Architecture,18-F16TL51,1,50,Practical,30
18TL,Network Protocols & Architecture,18-F16TL85,1,50,Practical,30
18TL,Network Protocols & Architecture,18TL03,1,50,Practical,38
18TL,Network Protocols & Architecture,18TL05,1,50,Practical,36
18TL,Network Protocols & Architecture,18TL07,1,50,Practical,46
18TL,Network Protocols & Architecture,18TL09,1,50,Practical,42
18TL,Network Protocols & Architecture,18TL101,1,50,Practical,43
18TL,Network Protocols & Architecture,18TL103,1,50,Practical,29
18TL,Network Protocols & Architecture,18TL111,1,50,Practical,32
18TL,Network Protocols & Architecture,18TL117,1,50,Practical,32
18TL,Network Protocols & Architecture,18TL121,1,50,Practical,44
18TL,Network Protocols & Architecture,18TL123,1,50,Practical,43
18TL,Network Protocols & Architecture,18TL125,1,50,Practical,35
18TL,Network Protocols & Architecture,18TL13,1,50,Practical,32
18TL,Network Protocols & Architecture,18TL15,1,50,Practical,32
18TL,Network Protocols & Architecture,18TL19,1,50,Practical,36
18TL,Network Protocols & Architecture,18TL23,1,50,Practical,30
18TL,Network Protocols & Architecture,18TL25,1,50,Practical,30
18TL,Network Protocols & Architecture,18TL31,1,50,Practical,33
18TL,Network Protocols & Architecture,18TL33,1,50,Practical,33
18TL,Network Protocols & Architecture,18TL35,1,50,Practical,38
18TL,Network Protocols & Architecture,18TL37,1,50,Practical,42
18TL,Network Protocols & Architecture,18TL39,1,50,Practical,33
18TL,Network Protocols & Architecture,18TL43,1,50,Practical,30
18TL,Network Protocols & Architecture,18TL45,1,50,Practical,42
18TL,Network Protocols & Architecture,18TL47,1,50,Practical,35
18TL,Network Protocols & Architecture,18TL49,1,50,Practical,42
18TL,Network Protocols & Architecture,18TL51,1,50,Practical,30
18TL,Network Protocols & Architecture,18TL55,1,50,Practical,43
18TL,Network Protocols & Architecture,18TL57,1,50,Practical,32
18TL,Network Protocols & Architecture,18TL61,1,50,Practical,33
18TL,Network Protocols & Architecture,18TL63,1,50,Practical,34
18TL,Network Protocols & Architecture,18TL71,1,50,Practical,42
18TL,Network Protocols & Architecture,18TL73,1,50,Practical,27
18TL,Network Protocols & Architecture,18TL75,1,50,Practical,34
18TL,Network Protocols & Architecture,18TL77,1,50,Practical,31
18TL,Network Protocols & Architecture,18TL81,1,50,Practical,42
18TL,Network Protocols & Architecture,18TL87,1,50,Practical,32
18TL,Network Protocols & Architecture,18TL89,1,50,Practical,32
